date,gross_value,net_value,cum_cost,daily_trade_value
2020-01-02,1000069.3,995114.0530000001,4955.246999999999,991049.3999999999
2020-01-03,1000415.8,995460.5530000001,4955.246999999999,0.0
2020-01-06,1000455.4,995500.153,4955.246999999999,0.0
2020-01-07,1000574.2,995618.953,4955.246999999999,0.0
2020-01-08,1000693.0,995737.753,4955.246999999999,0.0
2020-01-09,1000742.5,995787.253,4955.246999999999,0.0
2020-01-10,1000940.5,995985.253,4955.246999999999,0.0
2020-01-13,1001019.7,996064.453,4955.246999999999,0.0
2020-01-14,1001168.2000000002,996212.9530000002,4955.246999999999,0.0
2020-01-15,1001247.4,996292.153,4955.246999999999,0.0
2020-01-16,1001267.2,996311.953,4955.246999999999,0.0
2020-01-17,1001633.5,996678.253,4955.246999999999,0.0
2020-01-20,1001524.6,996569.353,4955.246999999999,0.0
2020-01-21,1001643.4,996688.153,4955.246999999999,0.0
2020-01-22,1001940.4,996985.153,4955.246999999999,0.0
2020-01-23,1002821.5,997866.253,4955.246999999999,0.0
2020-02-03,1000327.5,989431.7235,10895.7765,1188105.9
2020-02-04,1005811.5,994915.7235,10895.7765,0.0
2020-02-05,1012309.5,1001413.7235,10895.7765,0.0
2020-02-06,1020243.5,1008341.3985,11902.1015,201265.0
2020-02-07,1027211.5,1015309.3985,11902.1015,0.0
2020-02-10,1035165.5,1023263.3985,11902.1015,0.0
2020-02-11,1026276.3100000004,1013338.3635000004,12937.9465,207169.0
2020-02-12,1034461.3100000004,1021523.3635000004,12937.9465,0.0
2020-02-13,1024253.3100000004,1011315.3635000004,12937.9465,0.0
2020-02-14,1025189.8000000004,1011218.5135000004,13971.2865,206668.0
2020-02-17,1057356.8000000005,1043385.5135000005,13971.2865,0.0
2020-02-18,1079507.8000000005,1065536.5135000006,13971.2865,0.0
2020-02-19,1067033.7300000002,1051977.8535000002,15055.8765,216918.0
2020-02-20,1094919.7300000002,1079863.8535000002,15055.8765,0.0
2020-02-21,1101697.0500000005,1086627.7535000006,15069.2965,2684.0
2020-02-24,1100480.5800000003,1083171.7685000002,17308.8115,447903.0
2020-02-25,1082957.5800000003,1065648.7685000002,17308.8115,0.0
